-------------------------------------------
[clock  0↓]:
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock  6↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| 00000000 |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000000 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock  7↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| 00000000 |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000000 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock  8↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| 00000000 |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000000 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock  9↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| 00000000 |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000000 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 10↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| 00000000 |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000000 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 11↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| 00000000 |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000000 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 12↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| 00000000 |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000000 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 13↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000000 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 14↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000000 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 15↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000000 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 16↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000000 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 17↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000000 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 18↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000001 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000001 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 19↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000009 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000001 |
$|Reg10| 00000000 |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 20↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000009 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000001 |
$|Reg10| xxxxxxxx |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 21↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000009 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000001 |
$|Reg10| xxxxxxxx |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 22↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000009 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000001 |
$|Reg10| xxxxxxxx |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 23↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000009 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000001 |
$|Reg10| xxxxxxxx |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 24↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000009 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000001 |
$|Reg10| xxxxxxxx |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| 00000000 |
-------------------------------------------
[clock 25↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000009 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000001 |
$|Reg10| xxxxxxxx |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| zzzzzzzz |
-------------------------------------------
[clock 26↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000009 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000001 |
$|Reg10| xxxxxxxx |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| zzzzzzzz |
-------------------------------------------
[clock 27↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000009 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000001 |
$|Reg10| xxxxxxxx |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| zzzzzzzz |
-------------------------------------------
[clock 28↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000009 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
$|Reg 6| ffffffff |
$|Reg 7| 00000000 |
$|Reg 8| 00000000 |
$|Reg 9| 00000001 |
$|Reg10| xxxxxxxx |
$|Reg11| 00000000 |
$|Reg12| 00000000 |
$|Reg13| 00000000 |
$|Reg14| 00000000 |
$|Reg15| 00000000 |
$|Reg16| 00000000 |
$|Reg17| 00000000 |
$|Reg18| 00000000 |
$|Reg19| 00000000 |
$|Reg20| 00000000 |
$|Reg21| 00000000 |
$|Reg22| 00000000 |
$|Reg23| 00000000 |
$|Reg24| 00000000 |
$|Reg25| 00000000 |
$|Reg26| 00000000 |
$|Reg27| 00000000 |
$|Reg28| 00000000 |
$|Reg29| 00000000 |
$|Reg30| 00000000 |
$|Reg31| zzzzzzzz |
-------------------------------------------
[clock 29↓]:
$|Reg 0| 00000000 |
$|Reg 1| 00000009 |
$|Reg 2| 00000000 |
$|Reg 3| 00000000 |
$|Reg 4| 00000000 |
$|Reg 5| 00000000 |
